ensembl_id	gene	UNEECON-G	pLI
ENSG00000182224	CYB5D1	0.079645	1.0478e-07
ENSG00000182230	FAM153B	0.023806	2.1325e-08
ENSG00000182240	BACE2	0.242142	1.7653e-03
ENSG00000182247	UBE2E2	0.629003	9.4140e-01
ENSG00000182255	KCNA4	0.437487	9.9602e-01
ENSG00000182256	GABRG3	0.422078	1.2170e-01
ENSG00000182263	FIGN	0.326242	4.0760e-01
ENSG00000182271	TMIGD1	0.035692	3.5068e-06
ENSG00000182272	B4GALNT4	0.251033	2.5397e-04
ENSG00000182287	AP1S2	0.594292	8.7269e-01
ENSG00000182307	C8orf33	0.103378	1.1526e-07
ENSG00000182308	DCAF4L1	0.424288	2.4908e-01
ENSG00000182315	MBD3L3	0.085825	2.9495e-01
ENSG00000182318	ZSCAN22	0.051087	6.8594e-08
ENSG00000182324	KCNJ14	0.047349	1.0209e-04
ENSG00000182325	FBXL6	0.058179	5.2888e-10
ENSG00000182326	C1S	0.212684	7.5622e-03
ENSG00000182327	GLTPD2	0.046487	4.9249e-05
ENSG00000182333	LIPF	0.098908	1.9239e-03
ENSG00000182334	OR5P3	0.079823	1.0396e-01
ENSG00000182346	DAOA	0.026174	1.5720e-04
ENSG00000182348	ZNF804B	0.082194	9.2366e-18
ENSG00000182359	KBTBD3	0.127809	3.6501e-05
ENSG00000182362	YBEY	0.088129	1.6369e-07
ENSG00000182372	CLN8	0.255242	3.1553e-03
ENSG00000182378	PLCXD1	0.054089	2.8325e-04
ENSG00000182379	NXPH4	0.111726	2.3644e-01
ENSG00000182389	CACNB4	0.465078	7.7743e-02
ENSG00000182393	IFNL1	0.046542	3.0534e-04
ENSG00000182400	TRAPPC6B	0.105600	7.8357e-05
ENSG00000182405	PGBD4	0.061074	3.4318e-01
ENSG00000182446	NPLOC4	0.473955	4.5528e-01
ENSG00000182447	OTOL1	0.044758	1.2287e-14
ENSG00000182450	KCNK4	0.060855	5.7607e-03
ENSG00000182463	TSHZ2	0.170852	9.1250e-01
ENSG00000182472	CAPN12	0.030584	7.9434e-30
ENSG00000182473	EXOC7	0.240227	1.1872e-06
ENSG00000182481	KPNA2	0.266543	8.3884e-01
ENSG00000182489	XKRX	0.156266	2.4849e-01
ENSG00000182492	BGN	0.232228	1.1610e-01
ENSG00000182500	ORAI1	0.254741	1.5567e-01
ENSG00000182504	CEP97	0.112968	2.7152e-10
ENSG00000182508	LHFPL1	0.303854	3.0660e-01
ENSG00000182511	FES	0.252463	1.0994e-04
ENSG00000182512	GLRX5	0.119703	4.4104e-01
ENSG00000182518	FAM104B	0.064230	1.4313e-01
ENSG00000182533	CAV3	0.267098	7.3147e-03
ENSG00000182534	MXRA7	0.050321	3.6965e-04
ENSG00000182541	LIMK2	0.213284	5.6795e-02
ENSG00000182544	MFSD5	0.206554	9.9743e-03
ENSG00000182545	RNASE10	0.030054	2.4357e-03
ENSG00000182551	ADI1	0.072453	3.6120e-03
ENSG00000182552	RWDD4	0.092193	5.1905e-03
ENSG00000182557	SPNS3	0.096308	9.4732e-12
ENSG00000182566	CLEC4G	0.087397	5.3308e-02
ENSG00000182568	SATB1	0.562125	5.3966e-01
ENSG00000182572	HIST1H3I	0.104689	9.5372e-03
ENSG00000182575	NXPH3	0.182033	1.0753e-01
ENSG00000182578	CSF1R	0.282395	3.9521e-01
ENSG00000182580	EPHB3	0.318549	6.2376e-01
ENSG00000182583	VCX	0.015033	3.4118e-01
ENSG00000182584	ACTL10	0.029952	8.4813e-02
ENSG00000182585	EPGN	0.060757	3.7125e-03
ENSG00000182591	KRTAP11-1	0.217142	4.4445e-03
ENSG00000182601	HS3ST4	0.197104	7.8483e-01
ENSG00000182606	TRAK1	0.206299	3.6039e-02
ENSG00000182611	HIST1H2AJ	0.123081	2.0748e-02
ENSG00000182613	OR2V2	0.081052	7.1104e-02
ENSG00000182621	PLCB1	0.459523	1.3422e-01
ENSG00000182628	SKA2	0.139243	1.7846e-01
ENSG00000182631	RXFP3	0.052256	1.9124e-13
ENSG00000182634	OR10G7	0.025066	2.8434e-04
ENSG00000182636	NDN	0.236583	6.3879e-01
ENSG00000182645	CCDC172	0.042501	1.7655e-04
ENSG00000182652	OR4Q3	0.012977	1.5709e-08
ENSG00000182667	NTM	0.306618	7.4156e-01
ENSG00000182670	TTC3	0.114726	8.2252e-05
ENSG00000182674	KCNB2	0.415496	9.9626e-01
ENSG00000182676	PPP1R27	0.072861	3.8277e-02
ENSG00000182685	BRICD5	0.025265	1.6971e-03
ENSG00000182687	GALR2	0.064544	7.1917e-06
ENSG00000182698	RESP18	0.029352	2.3816e-02
ENSG00000182700	IGIP	0.076003	3.8629e-01
ENSG00000182704	TSKU	0.263094	5.3800e-01
ENSG00000182712	CMC4	0.102154	5.3303e-01
ENSG00000182718	ANXA2	0.184561	7.8927e-01
ENSG00000182732	RGS6	0.399521	4.7177e-01
ENSG00000182742	HOXB4	0.143242	5.1979e-02
ENSG00000182747	SLC35D3	0.174492	2.6940e-02
ENSG00000182749	PAQR7	0.252912	2.1095e-04
ENSG00000182752	PAPPA	0.255361	5.5074e-01
ENSG00000182759	MAFA	0.052339	2.0254e-02
ENSG00000182768	NGRN	0.053447	7.5593e-04
ENSG00000182771	GRID1	0.247991	9.5840e-01
ENSG00000182782	HCAR2	0.156485	1.9459e-04
ENSG00000182783	OR2T29	0.252292	9.7692e-02
ENSG00000182791	CCDC87	0.046359	3.0034e-14
ENSG00000182793	GSTA5	0.037475	1.7124e-11
ENSG00000182795	C1orf116	0.039021	8.3368e-04
ENSG00000182809	CRIP2	0.030557	6.5960e-06
ENSG00000182810	DDX28	0.046153	1.1899e-08
ENSG00000182816	KRTAP13-2	0.048783	1.3669e-05
ENSG00000182827	ACBD3	0.298518	1.2423e-02
ENSG00000182831	C16orf72	0.525527	9.8168e-01
ENSG00000182836	PLCXD3	0.169527	7.8237e-03
ENSG00000182851	GPIHBP1	0.092730	1.5651e-01
ENSG00000182853	VMO1	0.051191	1.7788e-06
ENSG00000182854	OR4F15	0.072430	9.5414e-02
ENSG00000182858	ALG12	0.125574	4.6007e-01
ENSG00000182866	LCK	0.462321	9.9858e-01
ENSG00000182870	GALNT9	0.086255	3.6143e-01
ENSG00000182871	COL18A1	0.066630	3.0968e-01
ENSG00000182872	RBM10	0.599029	1.0000e+00
ENSG00000182890	GLUD2	0.330850	3.5569e-02
ENSG00000182896	TMEM95	0.060853	2.5279e-08
ENSG00000182898	TCHHL1	0.015815	5.8962e-01
ENSG00000182899	RPL35A	0.582299	9.0623e-01
ENSG00000182901	RGS7	0.540282	8.2576e-01
ENSG00000182902	SLC25A18	0.118112	1.8515e-07
ENSG00000182903	ZNF721	0.037167	9.8956e-02
ENSG00000182916	TCEAL7	0.123481	4.9473e-01
ENSG00000182919	C11orf54	0.066352	6.6017e-08
ENSG00000182923	CEP63	0.063196	3.9646e-24
ENSG00000182931	WFDC10B	0.058727	3.9347e-02
ENSG00000182938	OTOP3	0.029426	2.9645e-11
ENSG00000182944	EWSR1	0.324117	9.9788e-01
ENSG00000182950	ODF3L1	0.065131	6.5688e-11
ENSG00000182952	HMGN4	0.079578	3.2565e-01
ENSG00000182963	GJC1	0.495900	9.8442e-01
ENSG00000182968	SOX1	0.262584	6.2800e-01
ENSG00000182973	CNOT10	0.235631	9.9187e-01
ENSG00000182974	OR4M2	0.018089	4.3645e-07
ENSG00000182979	MTA1	0.501058	5.9061e-01
ENSG00000182983	ZNF662	0.030767	5.6593e-11
ENSG00000182985	CADM1	0.361070	5.2259e-01
ENSG00000182986	ZNF320	0.254240	3.1708e-01
ENSG00000182993	C12orf60	0.046949	4.8222e-02
ENSG00000183010	PYCR1	0.147056	1.7929e-01
ENSG00000183018	SPNS2	0.118948	7.4777e-02
ENSG00000183020	AP2A2	0.435102	6.6219e-01
ENSG00000183023	SLC8A1	0.572885	9.9095e-01
ENSG00000183024	OR1G1	0.100421	4.2257e-04
ENSG00000183032	SLC25A21	0.045196	5.9725e-11
ENSG00000183034	OTOP2	0.061754	3.8353e-14
ENSG00000183035	CYLC1	0.012368	9.2769e-01
ENSG00000183036	PCP4	0.240566	2.4350e-03
ENSG00000183044	ABAT	0.426100	2.7977e-06
ENSG00000183048	SLC25A10	0.155951	7.1287e-10
ENSG00000183049	CAMK1D	0.541916	9.9933e-01
ENSG00000183054	RGPD6	0.062633	3.9368e-01
ENSG00000183060	LYSMD4	0.060335	2.8878e-02
ENSG00000183066	WBP2NL	0.049852	3.9634e-09
ENSG00000183067	IGSF5	0.030483	2.4808e-17
ENSG00000183072	NKX2-5	0.153798	2.0537e-01
ENSG00000183077	AFMID	0.055789	3.5223e-03
ENSG00000183087	GAS6	0.202433	5.4839e-02
ENSG00000183090	FREM3	0.216482	1.3494e-19
ENSG00000183091	NEB	0.062113	3.6003e-34
ENSG00000183092	BEGAIN	0.161980	9.6053e-01
ENSG00000183098	GPC6	0.247778	1.4873e-01
ENSG00000183103	LYPD4	0.033984	2.8064e-03
ENSG00000183111	ARHGEF37	0.046347	3.4849e-02
ENSG00000183114	FAM43B	0.076439	9.9037e-02
ENSG00000183117	CSMD1	0.188818	1.0000e+00
ENSG00000183128	CALHM3	0.033724	3.0573e-03
ENSG00000183130	OR2T11	0.034529	5.8612e-07
ENSG00000183134	PTGDR2	0.071013	3.0301e-03
ENSG00000183137	CEP57L1	0.042708	3.1366e-05
ENSG00000183145	RIPPLY3	0.023864	8.5869e-02
ENSG00000183148	ANKRD20A2	0.035379	2.4641e-03
ENSG00000183155	RABIF	0.164203	1.3081e-02
ENSG00000183161	FANCF	0.068489	4.6238e-01
ENSG00000183166	CALN1	0.475801	1.2736e-01
ENSG00000183172	SMDT1	0.114487	1.8042e-01
ENSG00000183186	C2CD4C	0.138399	4.6435e-01
ENSG00000183196	CHST6	0.088855	2.5470e-08
ENSG00000183206	POTEC	0.045938	7.1578e-10
ENSG00000183207	RUVBL2	0.607791	9.8931e-01
ENSG00000183230	CTNNA3	0.076631	2.2649e-05
ENSG00000183251	OR51B4	0.049962	7.6075e-04
ENSG00000183255	PTTG1IP	0.080427	4.7600e-01
ENSG00000183258	DDX41	0.433795	7.2723e-08
ENSG00000183260	ABHD16B	0.028944	8.0727e-05
ENSG00000183269	OR52E8	0.047864	3.1785e-01
ENSG00000183273	CCDC60	0.046764	1.9242e-03
ENSG00000183281	PLGLB1	0.088502	3.3546e-01
ENSG00000183283	DAZAP2	0.126254	7.4195e-01
ENSG00000183287	CCBE1	0.114376	1.8242e-01
ENSG00000183303	OR5P2	0.042148	3.9906e-03
ENSG00000183304	FAM9A	0.012258	2.5723e-11
ENSG00000183309	ZNF623	0.159477	4.7068e-06
ENSG00000183313	OR52L1	0.106712	2.3733e-05
ENSG00000183317	EPHA10	0.048778	4.6778e-03
ENSG00000183318	SPDYE4	0.058584	9.2308e-02
ENSG00000183323	CCDC125	0.050100	8.2872e-06
ENSG00000183337	BCOR	0.257895	8.5400e-01
ENSG00000183340	JRKL	0.224386	2.3897e-04
ENSG00000183347	GBP6	0.108001	4.9576e-13
ENSG00000183379	SYNDIG1L	0.059127	1.2434e-01
ENSG00000183386	FHL3	0.304077	1.1632e-03
ENSG00000183389	OR56A4	0.030378	8.8598e-03
ENSG00000183395	PMCH	0.063856	1.1527e-01
ENSG00000183396	TMEM89	0.035803	7.6398e-01
ENSG00000183397	C19orf71	0.035069	8.4191e-09
ENSG00000183401	CCDC159	0.038318	3.0477e-01
ENSG00000183421	RIPK4	0.327342	8.0171e-03
ENSG00000183423	LRIT3	0.184067	1.6643e-11
ENSG00000183426	NPIPA1	0.022071	4.9573e-01
ENSG00000183431	SF3A3	0.643849	9.9999e-01
ENSG00000183439	TRIM61	0.188334	8.2591e-05
ENSG00000183454	GRIN2A	0.546849	1.0000e+00
ENSG00000183463	URAD	0.098016	4.9227e-03
ENSG00000183473	SSTR3	0.158189	9.6523e-05
ENSG00000183474	GTF2H2C	0.056354	1.0493e-01
ENSG00000183475	ASB7	0.651653	6.9567e-01
ENSG00000183476	SH2D7	0.018101	1.0092e-04
ENSG00000183479	TREX2	0.069557	1.4639e-01
ENSG00000183486	MX2	0.123073	5.9579e-03
ENSG00000183495	EP400	0.315473	1.0000e+00
ENSG00000183496	MEX3B	0.186297	5.3078e-01
ENSG00000183513	COA5	0.183488	5.4092e-02
ENSG00000183527	PSMG1	0.059598	7.5509e-02
ENSG00000183530	PRR14L	0.152410	9.9941e-01
ENSG00000183542	KLRC4	0.084847	6.0419e-03
ENSG00000183549	ACSM5	0.081368	3.6891e-05
ENSG00000183559	C10orf120	0.034568	1.2666e-03
ENSG00000183569	SERHL2	0.030757	2.8807e-03
ENSG00000183571	PGPEP1L	0.041940	5.1189e-03
ENSG00000183576	SETD3	0.236892	8.0454e-01
ENSG00000183578	TNFAIP8L3	0.146539	1.8928e-05
ENSG00000183579	ZNRF3	0.158794	9.8555e-01
ENSG00000183580	FBXL7	0.358749	4.3893e-01
ENSG00000183597	TANGO2	0.110860	1.1674e-04
ENSG00000183598	HIST2H3D	0.034140	7.4153e-04
ENSG00000183605	SFXN4	0.130785	1.3378e-02
ENSG00000183607	GKN2	0.066406	3.4146e-04
ENSG00000183615	FAM167B	0.102956	7.9235e-04
ENSG00000183617	MRPL54	0.073091	1.9243e-02
ENSG00000183621	ZNF438	0.086756	1.1772e-03
ENSG00000183624	HMCES	0.050355	6.5449e-04
ENSG00000183625	CCR3	0.089348	1.3654e-04
ENSG00000183628	DGCR6	0.054265	2.5392e-01
ENSG00000183638	RP1L1	0.006766	9.9824e-11
ENSG00000183640	KRTAP8-1	0.137167	1.0759e-01
ENSG00000183643	C15orf32	0.026985	8.1039e-03
ENSG00000183644	C11orf88	0.045936	1.0039e-03
ENSG00000183647	ZNF530	0.090752	8.5593e-02
ENSG00000183648	NDUFB1	0.170178	3.8881e-03
ENSG00000183654	MARCH11	0.189847	4.1830e-02
ENSG00000183655	KLHL25	0.023055	6.3884e-13
ENSG00000183662	FAM19A1	0.326582	3.4344e-01
ENSG00000183665	TRMT12	0.173274	2.7345e-01
ENSG00000183668	PSG9	0.059204	9.7436e-08
ENSG00000183682	BMP8A	0.066490	9.5806e-06
ENSG00000183684	ALYREF	0.546267	9.2860e-01
ENSG00000183690	EFHC2	0.089988	9.9877e-01
ENSG00000183691	NOG	0.347958	8.9193e-01
ENSG00000183696	UPP1	0.118206	3.8756e-01
ENSG00000183706	OR4N4	0.014531	4.4505e-05
ENSG00000183709	IFNL2	0.038732	4.6564e-08
ENSG00000183715	OPCML	0.481407	2.0197e-02
ENSG00000183718	TRIM52	0.118247	1.2254e-09
ENSG00000183723	CMTM4	0.173069	1.7915e-01
ENSG00000183726	TMEM50A	0.201111	1.6965e-01
ENSG00000183729	NPBWR1	0.052435	1.3775e-08
ENSG00000183733	FIGLA	0.026978	2.0550e-03
ENSG00000183734	ASCL2	0.101554	3.4818e-01
ENSG00000183735	TBK1	0.291775	6.7135e-01
ENSG00000183741	CBX6	0.279988	9.7301e-01
ENSG00000183742	MACC1	0.046804	8.1487e-19
ENSG00000183747	ACSM2A	0.062351	1.2940e-03
ENSG00000183751	TBL3	0.163234	7.7106e-11
ENSG00000183762	KREMEN1	0.048383	1.4440e-01
ENSG00000183763	TRAIP	0.089746	1.0809e-05
ENSG00000183765	CHEK2	0.026971	8.1349e-11
ENSG00000183770	FOXL2	0.202662	8.8050e-01
ENSG00000183773	AIFM3	0.126495	1.0891e-03
ENSG00000183775	KCTD16	0.323565	9.9449e-01
ENSG00000183778	B3GALT5	0.130235	1.9761e-04
ENSG00000183779	ZNF703	0.205837	3.4036e-01
ENSG00000183780	SLC35F3	0.305459	2.7696e-01
ENSG00000183783	KCTD8	0.103393	2.5243e-04
ENSG00000183784	C9orf66	0.012405	2.4350e-02
ENSG00000183785	TUBA8	0.196585	1.4811e-01
ENSG00000183793	NPIPA5	0.033526	3.6427e-01
ENSG00000183798	EMILIN3	0.069022	6.6819e-06
ENSG00000183801	OLFML1	0.037161	1.0269e-02
ENSG00000183807	FAM162B	0.085524	4.1182e-07
ENSG00000183808	RBM12B	0.214897	3.8955e-01
ENSG00000183813	CCR4	0.362946	6.9037e-02
ENSG00000183814	LIN9	0.343230	9.8219e-01
ENSG00000183826	BTBD9	0.234854	7.8989e-03
ENSG00000183828	NUDT14	0.053129	4.6019e-05
ENSG00000183831	ANKRD45	0.053536	6.4457e-04
ENSG00000183833	MAATS1	0.050947	1.3773e-05
ENSG00000183840	GPR39	0.164311	2.5246e-09
ENSG00000183844	FAM3B	0.103751	8.7623e-09
ENSG00000183850	ZNF730	0.025575	1.6338e-01
ENSG00000183856	IQGAP3	0.065095	2.9400e-32
ENSG00000183862	CNGA2	0.197105	3.3361e-03
ENSG00000183864	TOB2	0.246152	5.2081e-01
ENSG00000183873	SCN5A	0.303775	8.0507e-01
ENSG00000183876	ARSI	0.114492	5.9122e-13
ENSG00000183891	TTC32	0.055132	2.3639e-01
ENSG00000183908	LRRC55	0.166594	3.5763e-02
ENSG00000183914	DNAH2	0.154262	1.4824e-11
ENSG00000183918	SH2D1A	0.588954	4.8003e-01
ENSG00000183943	PRKX	0.290794	3.0626e-02
ENSG00000183960	KCNH8	0.309117	5.2162e-03
ENSG00000183963	SMTN	0.121770	5.7798e-02
ENSG00000183971	NPW	0.062918	1.4857e-03
ENSG00000183977	PP2D1	0.017281	2.1772e-05
ENSG00000183978	COA3	0.063688	7.1587e-02
ENSG00000184005	ST6GALNAC3	0.194985	1.4168e-03
ENSG00000184007	PTP4A2	0.528538	9.5436e-01
ENSG00000184009	ACTG1	0.681222	2.2539e-01
ENSG00000184012	TMPRSS2	0.088108	1.1166e-07
ENSG00000184014	DENND5A	0.384494	5.4107e-01
ENSG00000184022	OR2T10	0.063907	7.1012e-04
ENSG00000184029	DSCR4	0.041393	1.8135e-03
ENSG00000184047	DIABLO	0.044211	5.6271e-05
ENSG00000184056	VPS33B	0.246394	2.4372e-15
ENSG00000184058	TBX1	0.180748	8.1395e-01
ENSG00000184060	ADAP2	0.122183	5.2354e-03
ENSG00000184076	UQCR10	0.085493	4.0864e-01
ENSG00000184083	FAM120C	0.521603	3.1771e-01
ENSG00000184108	TRIML1	0.036285	2.7188e-11
ENSG00000184110	EIF3C	0.189114	1.5592e-03
ENSG00000184113	CLDN5	0.243589	9.0443e-01
ENSG00000184117	NIPSNAP1	0.373943	3.6689e-01
ENSG00000184140	OR4F6	0.025728	1.2038e-05
ENSG00000184144	CNTN2	0.313467	4.6125e-03
ENSG00000184148	SPRR4	0.031642	4.3836e-02
ENSG00000184154	LRTOMT	0.079411	4.5854e-03
ENSG00000184155	OR10J5	0.171250	2.9564e-02
ENSG00000184156	KCNQ3	0.449694	8.7794e-01
ENSG00000184160	ADRA2C	0.311382	2.8692e-01
ENSG00000184162	NR2C2AP	0.061663	5.9783e-02
ENSG00000184164	CRELD2	0.107913	4.4791e-06
ENSG00000184166	OR1D2	0.123510	1.0959e-03
ENSG00000184182	UBE2F	0.415622	6.9123e-01
ENSG00000184185	KCNJ12	0.552186	6.1788e-02
ENSG00000184194	GPR173	0.537150	3.3009e-01
ENSG00000184203	PPP1R2	0.236166	1.7071e-01
ENSG00000184205	TSPYL2	0.135211	6.1207e-02
ENSG00000184207	PGP	0.237059	4.9789e-01
ENSG00000184208	C22orf46	0.194491	2.2597e-03
ENSG00000184209	SNRNP35	0.197640	4.6739e-08
ENSG00000184210	DGAT2L6	0.085696	2.2901e-11
ENSG00000184216	IRAK1	0.215936	3.9319e-01
ENSG00000184220	CMSS1	0.044094	1.9890e-02
ENSG00000184221	OLIG1	0.190049	3.3362e-01
ENSG00000184226	PCDH9	0.395276	7.9909e-01
ENSG00000184227	ACOT1	0.105187	2.0906e-03
ENSG00000184232	OAF	0.093590	3.5786e-02
ENSG00000184254	ALDH1A3	0.347799	1.8885e-03
ENSG00000184260	HIST2H2AC	0.301139	1.7494e-01
ENSG00000184261	KCNK12	0.520884	9.1293e-01
ENSG00000184270	HIST2H2AB	0.142873	6.0424e-01
ENSG00000184271	POU6F1	0.310379	8.4321e-01
ENSG00000184276	DEFB108B	0.022073	1.6854e-03
ENSG00000184277	TM2D3	0.088469	3.6636e-06
ENSG00000184281	TSSC4	0.030492	4.1510e-01
ENSG00000184292	TACSTD2	0.046009	4.8608e-03
ENSG00000184293	CLECL1	0.072652	6.7098e-07
ENSG00000184302	SIX6	0.300530	5.5354e-01
ENSG00000184304	PRKD1	0.252205	4.7047e-01
ENSG00000184305	CCSER1	0.190782	7.3485e-04
ENSG00000184307	ZDHHC23	0.120737	2.4999e-11
ENSG00000184313	MROH7	0.064005	1.3057e-10
ENSG00000184330	S100A7A	0.021123	2.7249e-03
ENSG00000184343	SRPK3	0.071290	4.0646e-01
ENSG00000184344	GDF3	0.143870	4.8867e-05
ENSG00000184345	IQCF2	0.049440	1.0382e-03
ENSG00000184347	SLIT3	0.266078	7.9153e-01
ENSG00000184348	HIST1H2AK	0.046286	1.0269e-04
ENSG00000184349	EFNA5	0.427469	9.4108e-01
ENSG00000184357	HIST1H1B	0.030077	5.8670e-01
ENSG00000184361	SPATA32	0.123507	4.0951e-09
ENSG00000184363	PKP3	0.028876	3.1949e-01
ENSG00000184368	MAP7D2	0.068943	1.4171e-01
ENSG00000184371	CSF1	0.139733	9.0296e-01
ENSG00000184374	COLEC10	0.090773	2.7202e-03
ENSG00000184378	ACTRT3	0.096294	4.8909e-08
ENSG00000184381	PLA2G6	0.204633	3.0556e-01
ENSG00000184384	MAML2	0.078573	9.9993e-01
ENSG00000184388	PABPC1L2B	0.080121	3.2061e-01
ENSG00000184394	OR4N5	0.068745	1.9719e-02
ENSG00000184402	SS18L1	0.346748	5.2651e-03
ENSG00000184408	KCND2	0.507125	9.4475e-03
ENSG00000184428	TOP1MT	0.037382	7.2769e-29
ENSG00000184432	COPB2	0.348099	9.6674e-01
ENSG00000184434	LRRC19	0.049534	2.5033e-12
ENSG00000184436	THAP7	0.084129	1.3698e-02
ENSG00000184445	KNTC1	0.102691	1.2298e-03
ENSG00000184451	CCR10	0.133056	1.6231e-02
ENSG00000184454	NCMAP	0.075507	4.1218e-02
ENSG00000184459	BPIFC	0.048517	3.0580e-04
ENSG00000184465	WDR27	0.019733	2.7904e-02
ENSG00000184470	TXNRD2	0.142066	1.1149e-10
ENSG00000184471	C1QTNF8	0.023696	8.5982e-12
ENSG00000184478	OR56A3	0.148739	2.9150e-09
ENSG00000184481	FOXO4	0.247104	8.1404e-01
ENSG00000184486	POU3F2	0.513193	9.2109e-01
ENSG00000184489	PTP4A3	0.428171	2.1473e-01
ENSG00000184492	FOXD4L1	0.024960	8.5683e-03
ENSG00000184497	TMEM255B	0.040049	6.3203e-11
ENSG00000184500	PROS1	0.224553	1.7761e-01
ENSG00000184502	GAST	0.119468	7.3666e-03
ENSG00000184507	NUTM1	0.063909	3.8675e-03
ENSG00000184508	HDDC3	0.165058	1.0255e-01
ENSG00000184515	BEX5	0.179688	2.7237e-03
ENSG00000184517	ZFP1	0.244967	1.5872e-02
ENSG00000184524	CEND1	0.069675	5.8696e-01
ENSG00000184530	C6orf58	0.103191	8.2870e-09
ENSG00000184544	DHRS7C	0.074221	8.2915e-03
ENSG00000184545	DUSP8	0.303117	7.0089e-01
ENSG00000184564	SLITRK6	0.096312	9.7111e-13
ENSG00000184571	PIWIL3	0.028433	1.6024e-29
ENSG00000184574	LPAR5	0.034889	5.2076e-02
ENSG00000184575	XPOT	0.257025	7.2138e-01
ENSG00000184584	TMEM173	0.303693	2.1166e-02
ENSG00000184588	PDE4B	0.410101	9.3031e-01
ENSG00000184599	FAM19A3	0.025800	2.7970e-04
ENSG00000184601	C14orf180	0.055625	1.9901e-02
ENSG00000184602	SNN	0.277628	1.3769e-01
ENSG00000184611	KCNH7	0.457257	2.5798e-01
ENSG00000184613	NELL2	0.158658	8.6361e-01
ENSG00000184619	KRBA2	0.053696	4.8697e-07
ENSG00000184634	MED12	0.613311	9.3177e-01
ENSG00000184635	ZNF93	0.043215	3.6638e-04
ENSG00000184640	SEPT9	0.292706	8.0080e-01
ENSG00000184647	PRSS55	0.028514	2.4375e-11
ENSG00000184650	ODF4	0.044097	7.2725e-02
ENSG00000184661	CDCA2	0.045891	2.0502e-09
ENSG00000184672	RALYL	0.292711	4.8887e-01
ENSG00000184674	GSTT1	0.262900	3.1034e-03
ENSG00000184675	AMER1	0.345395	9.5879e-01
ENSG00000184677	ZBTB40	0.233924	2.1355e-10
ENSG00000184678	HIST2H2BE	0.389247	5.4882e-01
ENSG00000184697	CLDN6	0.132840	4.0985e-01
ENSG00000184698	OR51M1	0.119239	4.8786e-03
ENSG00000184702	SEPT5	0.399491	9.2863e-01
ENSG00000184708	EIF4ENIF1	0.304981	9.2210e-01
ENSG00000184709	LRRC26	0.083669	1.1557e-02
ENSG00000184716	SERINC4	0.064713	1.7308e-18
ENSG00000184719	RNLS	0.028569	5.4352e-05
ENSG00000184724	KRTAP6-1	0.046778	1.9259e-02
ENSG00000184730	APOBR	0.020567	4.2601e-07
ENSG00000184731	FAM110C	0.141712	8.7726e-05
ENSG00000184735	DDX53	0.090980	6.8212e-01
ENSG00000184743	ATL3	0.158867	5.7335e-09
ENSG00000184752	NDUFA12	0.143232	1.8657e-04
ENSG00000184779	RPS17	0.212841	3.3132e-01
ENSG00000184785	SMIM10	0.192880	3.2328e-01
ENSG00000184786	TCTE3	0.039104	1.6114e-09
ENSG00000184787	UBE2G2	0.502945	1.0524e-01
ENSG00000184788	SATL1	0.160945	7.8863e-20
ENSG00000184792	OSBP2	0.177794	4.2584e-02
ENSG00000184825	HIST1H2AH	0.068895	4.8207e-04
ENSG00000184831	APOO	0.065218	5.6872e-01
ENSG00000184838	PRR16	0.117655	5.6553e-01
ENSG00000184840	TMED9	0.288617	5.7419e-03
ENSG00000184845	DRD1	0.512759	9.4149e-01
ENSG00000184857	TMEM186	0.067445	6.0004e-05
ENSG00000184860	SDR42E1	0.139062	5.4762e-05
ENSG00000184863	RBM33	0.221136	9.9800e-01
ENSG00000184867	ARMCX2	0.440858	3.7848e-01
ENSG00000184881	OR51B2	0.070423	1.1770e-02
ENSG00000184886	PIGW	0.147847	5.3683e-05
ENSG00000184887	BTBD6	0.145447	3.3539e-05
ENSG00000184897	H1FX	0.123930	3.4507e-01
ENSG00000184900	SUMO3	0.458445	4.3097e-02
ENSG00000184903	IMMP2L	0.147869	1.0881e-02
ENSG00000184905	TCEAL2	0.107839	3.5963e-01
ENSG00000184908	CLCNKB	0.070339	3.3745e-04
ENSG00000184916	JAG2	0.336004	1.0000e+00
ENSG00000184922	FMNL1	0.371299	4.3593e-01
ENSG00000184923	NUTM2A	0.274117	3.6207e-07
ENSG00000184924	PTRHD1	0.085115	3.6157e-07
ENSG00000184925	LCN12	0.101336	6.9691e-04
ENSG00000184933	OR6A2	0.031407	1.3302e-01
ENSG00000184937	WT1	0.264877	9.4252e-01
ENSG00000184939	ZFP90	0.244259	4.7865e-01
ENSG00000184954	OR6C70	0.050324	3.9913e-07
ENSG00000184956	MUC6	0.212842	2.4230e-05
ENSG00000184967	NOC4L	0.017439	1.2223e-04
ENSG00000184979	USP18	0.171511	1.3195e-03
ENSG00000184983	NDUFA6	0.138326	1.0004e-04
ENSG00000184985	SORCS2	0.160752	1.1485e-02
ENSG00000184986	TMEM121	0.344596	6.2594e-01
ENSG00000184988	TMEM106A	0.189059	1.6164e-06
ENSG00000184990	SIVA1	0.083143	5.2589e-04
ENSG00000184992	BRI3BP	0.176763	2.6870e-01
ENSG00000184995	IFNE	0.048509	1.6518e-02
ENSG00000184999	SLC22A10	0.134645	1.0605e-13
ENSG00000185000	DGAT1	0.152694	3.9092e-06
ENSG00000185002	RFX6	0.309793	5.9096e-04
